,street,zipcode,price,sq,rooms,gestoffeerd,available
https://www.woonnet.nl/huurwoning/amsterdam/9726_groenhoven,Groenhoven ,1103 LR,550.0,13,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9235110_kattenburgerstraat,Kattenburgerstraat ,1018,1400.0,52,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9235416_nieuwezijds-voorburgwal,Nieuwezijds Voorburgwal ,1012 MJ,2250.0,90,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/1532_staalmeesterslaan,Staalmeesterslaan ,1057 NG,1375.0,95,3,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6293999_zeeburgerdijk,Zeeburgerdijk ,1093 SN,1500.0,87,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9231177_frederiksstraat,Frederiksstraat 1 A- II,1054 LA,1500.0,45,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/3234_jan-theuniszhof,Jan Theuniszhof ,1065 VB,1020.0,67,3,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9232451_de-rijpgracht,De Rijpgracht ,1056,1625.0,55,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9232728_gaasterlandstraat,Gaasterlandstraat ,1079 PS,2650.0,118,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9958_boeninlaan,Boeninlaan ,1102 TH,600.0,16,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9227268_nieuwe-nieuwstraat-81,Nieuwe Nieuwstraat 81* ,1077 ZX,2250.0,107,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9228460_brouwersgracht,Brouwersgracht ,1015 GG,1700.0,55,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/7225_juliana-van-stolbergstraat,Juliana van Stolbergstraat ,1055 RN,675.0,56,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9219602_marnixstraat,Marnixstraat ,1015 TW,1800.0,63,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9217981_ruyschstraat,Ruyschstraat ,1013 CD,1850.0,70,1,Gemeubileerd/gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/2357_tweede-schinkelstraat,Tweede Schinkelstraat ,1075 TN,450.0,14,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9217718_bilderdijkstraat,Bilderdijkstraat ,1052 NA,1500.0,60,2,Beschikbaar per: 2020-05-01,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/4323_senecastraat,Senecastraat ,1064 ZK,1017.0,59,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6701_borggraaf,Borggraaf ,1083 AL,1250.0,55,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9215327_leliegracht,Leliegracht ,1015 DE,2000.0,95,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9202322_valkenburgerstraat,Valkenburgerstraat ,1011 MG,2700.0,100,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/7740_naritaweg,Naritaweg ,1053 BX,505.0,20,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9202328_amstelveenseweg,Amstelveenseweg ,1054 MB,2750.0,170,4,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9202222_van-woustraat,Van Woustraat ,1017 ZN,1750.0,65,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6901_hoogoord,Hoogoord ,1102 CA,500.0,100,3,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9202253_keizersgracht,Keizersgracht ,1015 CD,1750.0,55,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9201876_kromme-waal,Kromme Waal ,1011 BT,2050.0,80,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/2716_herengracht,Herengracht ,1015 BK,1250.0,18,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9201578_wielingenstraat,Wielingenstraat ,1078 KK,1629.0,83,2,Kaal,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9201646_ookmeerweg,Ookmeerweg ,1068 AL,1369.0,97,2,Kaal,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/2778_overpeltstraat,Overpeltstraat ,1066 PS,1025.0,94,3,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7814969_herenstraat,Herenstraat 5 H,1015 BZ,2950.0,999,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/5557_dr-h-colijnstraat,Dr. H. Colijnstraat ,1067 CP,1120.0,102,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6071_admiraal-de-ruijterweg,Admiraal De Ruijterweg ,1055 ND,1500.0,56,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9197878_onsenoort,Onsenoort ,1083 BW,1800.0,80,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9190803_violettenstraat,Violettenstraat ,1015 NP,1750.0,50,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9098_s-f-van-ossstraat,S. F. van Ossstraat ,1068 JS,675.0,12,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9195797_andreasplein,Andreasplein ,1058 EV,2499.0,165,3,Kaal,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9196694_ijdoornlaan,Ijdoornlaan ,1121 DS,1450.0,120,2,Kaal,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/1957_bocholtstraat,Bocholtstraat ,1066 ML,700.0,15,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9184535_meerhuizenstraat,Meerhuizenstraat ,1078 TR,1700.0,80,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9184565_wamberg,Wamberg ,1083 CT,2700.0,130,3,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8217_amaliastraat,Amaliastraat ,1052 GN,1300.0,60,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9184892_ceintuurbaan,Ceintuurbaan ,1072 ER,2350.0,100,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9184949_arent-janszoon-ernststraat,Arent Janszoon Ernststraat ,1083 GP,2150.0,88,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/1974_kastelenstraat,Kastelenstraat ,1082 EB,1150.0,51,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9184232_balthasar-floriszstraat,Balthasar Floriszstraat ,1071 XA,2500.0,100,2,Beschikbaar per: 2020-04-14,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/630652_kromme-waal,Kromme Waal ,1011 BT,1950.0,80,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/3973_delflandlaan,Delflandlaan ,1062 EB,980.0,50,1,Gestoffeerd,01-09-2020
https://www.woonnet.nl/huurwoning/amsterdam/9178451_eerste-helmersstraat,Eerste Helmersstraat ,1054 HK,1900.0,55,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9167863_leerdamhof,Leerdamhof ,1108,1650.0,92,3,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8102_slootdorpstraat,Slootdorpstraat ,1024 JH,568.0,67,3,Gestoffeerd,29-04-2020
https://www.woonnet.nl/huurwoning/amsterdam/9165192_bachplein,Bachplein ,1077 GH,2000.0,85,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/6293687_prinsengracht,Prinsengracht ,1015 NA,2500.0,110,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9478211_binnenkant,Binnenkant ,1011 BG,1950.0,2,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/8666_nieuwendijk,Nieuwendijk ,1012 ML,1300.0,50,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/3549_eerste-van-swindenstraat,Eerste Van Swindenstraat ,1093 GB,1405.0,68,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9547_brigantijnkade,Brigantijnkade ,1086 VB,925.0,20,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6627912_binnenkant,Binnenkant ,1011 BG,2150.0,110,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8253_jan-vrijmanstraat,Jan Vrijmanstraat ,1087 NB,1190.0,79,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9481_carolina-macgillavrylaan,Carolina MacGillavrylaan ,1098 XB,1250.0,79,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9135750_marco-polostraat,Marco Polostraat ,1056 DS,1750.0,51,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8940838_wittgensteinlaan,Wittgensteinlaan ,1062 KA,1750.0,95,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9476000_nieuwe-achtergracht,Nieuwe Achtergracht ,1018 WT,1850.0,2,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/9134008_marco-polostraat,Marco Polostraat ,1056 DS,1750.0,51,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9116739_nieuwe-prinsengracht,Nieuwe Prinsengracht ,1018 EL,1850.0,60,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8149_slootdorpstraat,Slootdorpstraat ,1024 JH,188.0,57,3,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9115380_overtoom,Overtoom ,1054 JD,1925.0,74,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9112691_houtrijkstraat,Houtrijkstraat ,1013 DV,1900.0,51,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9514_carolina-macgillavrylaan,Carolina MacGillavrylaan ,1098 XB,1200.0,71,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9108863_valkenburgerstraat,Valkenburgerstraat ,1011 NC,2450.0,123,3,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9109242_keizersgracht,Keizersgracht ,1017 DM,1650.0,49,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/6268_valutaboulevard,Valutaboulevard ,1060 RX,750.0,22,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9099635_brenner,Brenner ,1060 NT,2000.0,130,4,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9993_aalbersestraat,Aalbersestraat ,1067 GG,1150.0,67,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/330_dijkwater,Dijkwater ,1025CW &amp;bullet,1.0,65,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9095319_jan-van-zutphenstraat,Jan Van Zutphenstraat ,1069 RS,1310.0,73,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9092000_jan-van-zutphenstraat,Jan Van Zutphenstraat ,1069 RS,1440.0,97,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9443628_jf-berghoefplantsoen,J.f. Berghoefplantsoen ,1064 DE,1750.0,3,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/9092062_spiegelgracht,Spiegelgracht ,1017 JP,2995.0,80,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9092877_van-tuyll-van-serooskerkenplein,Van Tuyll Van Serooskerkenplein ,1076 LX,1700.0,60,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9256_carolina-macgillavrylaan,Carolina MacGillavrylaan ,1098 XB,1200.0,75,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9082773_lumeijstraat,Lumeijstraat ,1056 VZ,1900.0,74,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9080695_westerdok,Westerdok ,1013 AZ,2950.0,110,3,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/6569_amerbos,Amerbos ,1025 ZR,895.0,35,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8985770_de-lairessestraat,De Lairessestraat ,1075 HM,1650.0,55,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/8841822_kuilsenhofweg,Kuilsenhofweg 39,1104 PJ,1350.0,70,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/1398_ottho-heldringstraat,Ottho Heldringstraat ,1066 XT,1025.0,91,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8840258_annie-romeinplein,Annie Romeinplein 18,1103 JL,1500.0,80,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8616138_hofgeest,Hofgeest 118,1102 EG,1250.0,65,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9421977_groenhoven,Groenhoven ,1103 SC,1500.0,55,2,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9076165_rondeel,Rondeel ,1083 MA,1850.0,100,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9076448_volewijkshof,Volewijkshof ,1031 AH,1675.0,88,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/7393_gloriantstraat,Gloriantstraat ,1055 CV,700.0,55,3,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9078854_van-heenvlietlaan,Van Heenvlietlaan ,1083 CR,2395.0,117,3,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9064751_pascalstraat,Pascalstraat ,1098 PB,1875.0,95,3,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/5827_john-blankensteinstraat,John Blankensteinstraat ,1095 MB,1000.0,63,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9054231_lange-leidsedwarsstraat,Lange Leidsedwarsstraat ,1017 NR,1750.0,38,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9054544_da-costakade,Da Costakade ,1052 SE,1850.0,79,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/4225_gerard-doustraat,Gerard Doustraat ,1072 VR,1275.0,28,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9054874_boutenburg,Boutenburg ,1068 XZ,1650.0,65,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9058603_oostelijke-handelskade,Oostelijke Handelskade ,1019 BX,2500.0,100,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9374695_newtonstraat,Newtonstraat ,1098 GX,1925.0,3,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/9052281_bijlmerdreef,Bijlmerdreef ,1102 CT,1850.0,80,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9053001_amstelveenseweg,Amstelveenseweg ,1054 MB,2150.0,85,2,Beschikbaar per: 2020-05-01,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8155_weesperstraat,Weesperstraat ,1018 DN,737.0,72,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9048106_speerstraat,Speerstraat ,1076 XM,1900.0,46,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/7349220_elzenhagensingel,Elzenhagensingel ,Netherlands,2950.0,155,5,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9338656_stadionkade,Stadionkade ,1077 HW,1675.0,1,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/4023496_koninginneweg,Koninginneweg ,1071 HZ,1750.0,73,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9044327_lange-leidsedwarsstraat,Lange Leidsedwarsstraat 32 - B,1017 NL,1550.0,55,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/5266839_klaas-katerstraat,Klaas Katerstraat ,1069 RT,1700.0,2,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/9031600_van-heenvlietlaan,Van Heenvlietlaan ,1083 CM,2150.0,121,3,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/1654_mt-lincolnweg,mt. Lincolnweg ,1033 SN,945.0,51,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6894_stadionkade,Stadionkade ,1077 HW,1695.0,2,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/1594_heverleestraat,Heverleestraat ,1066 JJ,1135.0,95,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9014569_boris-pasternakstraat,Boris Pasternakstraat 483,1102 TE,1350.0,70,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/6903_van-heemskerckstraat,Van Heemskerckstraat ,1013 PA,1295.0,40,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8997636_haarlemmermeerstraat,Haarlemmermeerstraat ,1058 JP,1599.0,62,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8997216_karperstraat,Karperstraat ,1075 LB,1750.0,98,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/1641_krooswijkhof,Krooswijkhof ,1083 JA,1350.0,93,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8996544_davisstraat,Davisstraat ,1057 TE,1625.0,57,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8996137_van-bossestraat,Van Bossestraat ,1014 BE,1550.0,49,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7323_postjesweg,Postjesweg ,1062 JW,655.0,12,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8994627_prinsengracht,Prinsengracht ,1015 NA,3000.0,80,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/6291449_dirk-hartoghstraat,Dirk Hartoghstraat ,1013 PB,1450.0,35,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/3813_m-gandhilaan,M. Gandhilaan ,1069 ND,1000.0,80,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8994341_korte-prinsengracht,Korte Prinsengracht 2C,1013 GS,2250.0,50,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/8988694_jan-van-zutphenstraat,Jan Van Zutphenstraat ,1069 RR,1695.0,113,3,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8941_haarlemmer-houttuinen,Haarlemmer Houttuinen ,1013 GM,1550.0,93,3,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8977693_omval,Omval ,1096 AA,1950.0,85,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/4313_august-allebeplein,August Allebeplein ,1062 AA,1350.0,45,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7515_latherusstraat,Latherusstraat ,1032 EB,1015.0,84,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8976444_schaarsbergenstraat,Schaarsbergenstraat ,1107 JR,1575.0,72,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8948995_tweede-jan-van-der-heijdenstraat,Tweede Jan Van Der Heijdenstraat ,1015 CJ,2400.0,96,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/2069_tourniairestraat,Tourniairestraat ,1065 KK,350.0,16,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8957355_cornelis-dopperkade,Cornelis Dopperkade ,1077 JE,2275.0,108,3,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8946561_overschiestraat,Overschiestraat ,1062 HN,1550.0,65,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/3238_woestduinstraat,Woestduinstraat ,1058 TG,1525.0,60,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8945835_kribbestraat,Kribbestraat ,1079 WK,2250.0,110,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8945997_bosboom-toussaintstraat,Bosboom Toussaintstraat ,1054 AL,1550.0,55,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/4677_hoogte-kadijk,Hoogte Kadijk ,1018 BK,302.0,17,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8762237_jacques-veltmanstraat,Jacques Veltmanstraat ,1062 HD,1450.0,48,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8942472_frans-halsstraat,Frans Halsstraat ,1072 BT,1650.0,66,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9172160_stadionkade,Stadionkade ,1077 HW,2100.0,3,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/8939640_keizersgracht,Keizersgracht ,1015 CD,2850.0,91,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8937834_theodoor-van-hoytemastraat,Theodoor Van Hoytemastraat ,1062 CG,1450.0,90,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/5874_chico-mendesstraat,Chico Mendesstraat ,1102 JG,1200.0,55,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8928954_tweede-helmersstraat,Tweede Helmersstraat ,1054 CA,1650.0,38,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8723155_van-baerlestraat,Van Baerlestraat ,1071 AP,2995.0,152,3,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/9161979_cornelis-van-vollenhovenstraat,Cornelis Van Vollenhovenstraat ,1063 KS,2200.0,2,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/7585297_rijswijkstraat,Rijswijkstraat 4 - studio,1059 GK,720.0,28,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/7596_lodewijk-tripstraat,Lodewijk Tripstraat ,1052 ER,1195.0,30,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8682_baetostraat,Baetostraat ,1055 EP,1500.0,60,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8907856_plantage-muidergracht,Plantage Muidergracht ,1018 TK,1750.0,51,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/6778_kraanspoor,Kraanspoor ,1033 SC,1030.0,60,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/3608_bijlmerdreef,Bijlmerdreef ,1102 AB,1150.0,54,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8891239_jan-van-zutphenstraat,Jan Van Zutphenstraat ,1069 RS,2150.0,126,4,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8893106_alfred-doblinstraat,Alfred Doblinstraat 12,1102 VL,1350.0,55,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/4121_wijenburg,Wijenburg ,1082 VV,1250.0,40,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8888555_willemsparkweg,Willemsparkweg ,1071 GN,1550.0,42,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8877122_nachtwachtlaan,Nachtwachtlaan ,1058 EA,1600.0,60,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9063531_bronckhorststraat,Bronckhorststraat ,1071 WN,1950.0,3,99,onbekend,onbekend
https://www.woonnet.nl/huurwoning/amsterdam/8861830_wamberg,Wamberg ,1083 CT,2450.0,113,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8663873_spinnekop,Spinnekop ,1035 CK,1600.0,100,3,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/9844_m-gandhilaan,M. Gandhilaan ,1069 ND,1020.0,80,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8855830_bolestein,Bolestein ,1081 CX,1750.0,90,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8850040_van-heenvlietlaan,Van Heenvlietlaan ,1083 CM,2150.0,108,3,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/1467_mauvestraat,Mauvestraat ,1073 RH,1450.0,60,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8854456_lumeijstraat,Lumeijstraat ,1056 VZ,1800.0,73,2,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8844351_reguliersdwarsstraat,Reguliersdwarsstraat ,1017 BJ,1650.0,39,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/2680_marnixstraat,Marnixstraat ,1015 XK,1075.0,38,1,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8844519_rijnstraat,Rijnstraat ,1078 PZ,1325.0,48,1,Per direct beschikbaar,gratis!</span>
https://www.woonnet.nl/huurwoning/amsterdam/8843338_sophialaan,Sophialaan ,1075 BL,1850.0,80,2,Gestoffeerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/7628_radboud,Radboud ,1081 AR,400.0,25,1,Gemeubileerd,beschikbaar
https://www.woonnet.nl/huurwoning/amsterdam/8837750_palestrinastraat,Palestrinastraat ,1071 LC,1950.0,75,1,Gemeubileerd,beschikbaar
