,street,zipcode,price,sq,rooms,gestoffeerd,available,date added
https://www.woonnet.nl/huurwoning/amsterdam/9645783_de-wittenkade,De Wittenkade 158 III,1051 AN,1550.0,70,2,Per direct beschikbaar,gratis!</span>,2020-05-14 15:37:24.423904
https://www.woonnet.nl/huurwoning/amsterdam/1793_geuzenstraat,Geuzenstraat ,1056 KB,648.0,65,3,Gestoffeerd,01-06-2020,2020-05-14 15:37:25.036207
https://www.woonnet.nl/huurwoning/amsterdam/4738_schinkelkade,Schinkelkade ,1075 VK,600.0,51,3,Gestoffeerd,01-06-2020,2020-05-14 15:37:25.680950
https://www.woonnet.nl/huurwoning/amsterdam/9644106_agamemnonstraat,Agamemnonstraat 43 I,1076 LR,1550.0,53,2,Per direct beschikbaar,gratis!</span>,2020-05-14 15:37:25.681485
https://www.woonnet.nl/huurwoning/amsterdam/9640853_balboastraat,Balboastraat 13 I,1057 VS,1500.0,54,2,Per direct beschikbaar,gratis!</span>,2020-05-14 15:37:27.556129
https://www.woonnet.nl/huurwoning/amsterdam/9623673_von-zesenstraat,Von Zesenstraat ,1093 DG,1500.0,68,2,Beschikbaar per: 2020-06-01,gratis!</span>,2020-05-14 15:37:29.842274
https://www.woonnet.nl/huurwoning/amsterdam/9609041_zaagmolenstraat,Zaagmolenstraat ,1052 HA,1525.0,52,2,Kaal,beschikbaar,2020-05-14 15:37:30.261245
https://www.woonnet.nl/huurwoning/amsterdam/4325_ferdinand-bolstraat,Ferdinand Bolstraat ,1072 LB,750.0,71,2,Gestoffeerd,01-06-2020,2020-05-14 15:37:30.877585
https://www.woonnet.nl/huurwoning/amsterdam/1729_retiefstraat,Retiefstraat ,1092 VW,650.0,81,3,Gestoffeerd,01-06-2020,2020-05-14 15:37:32.065357
https://www.woonnet.nl/huurwoning/amsterdam/1339_kinkerstraat,Kinkerstraat ,1053 DE,1300.0,60,2,Gestoffeerd,01-06-2020,2020-05-14 15:37:32.699529
https://www.woonnet.nl/huurwoning/amsterdam/9589215_agamemnonstraat,Agamemnonstraat 43 I,1076 LR,1550.0,53,2,Per direct beschikbaar,gratis!</span>,2020-05-14 15:37:33.917002
https://www.woonnet.nl/huurwoning/amsterdam/9572598_van-middellandtstraat,Van Middellandtstraat 21,1057 AP,1475.0,59,2,Per direct beschikbaar,gratis!</span>,2020-05-14 15:37:36.021688
https://www.woonnet.nl/huurwoning/amsterdam/9545554_orteliusstraat,Orteliusstraat 17 - L,1057 AR,1600.0,74,2,Per direct beschikbaar,gratis!</span>,2020-05-14 15:37:37.634404
https://www.woonnet.nl/huurwoning/amsterdam/9536399_orteliusstraat,Orteliusstraat 17 - S,1057 AR,1000.0,999,99,onbekend,onbekend,2020-05-14 15:37:39.602421
https://www.woonnet.nl/huurwoning/amsterdam/9906119_montelbaanstraat,Montelbaanstraat 11 II,1011 EG,1350.0,50,2,Per direct beschikbaar,gratis!</span>,2020-05-18 11:33:59.127685
https://www.woonnet.nl/huurwoning/amsterdam/5792_hoofdweg,Hoofdweg ,1056 DE,875.0,50,2,Gestoffeerd,01-06-2020,2020-05-18 11:34:01.476616
https://www.woonnet.nl/huurwoning/amsterdam/4339_oudezijds-achterburgwal,Oudezijds Achterburgwal ,1012 DS,1350.0,76,2,Gestoffeerd,01-06-2020,2020-05-18 11:34:06.681789
https://www.woonnet.nl/huurwoning/amsterdam/8994_vechtstraat,Vechtstraat ,1079 JP,617.0,60,3,Gestoffeerd,01-06-2020,2020-05-23 10:13:49.694736
https://www.woonnet.nl/huurwoning/amsterdam/10000427_oudezijds-voorburgwal,Oudezijds Voorburgwal 169 ll,1012 ET,1600.0,50,2,Per direct beschikbaar,gratis!</span>,2020-05-23 10:13:49.695411
https://www.woonnet.nl/huurwoning/amsterdam/7832_geuzenstraat,Geuzenstraat ,1056 KB,648.0,65,3,Gestoffeerd,01-06-2020,2020-05-23 10:13:51.499686
https://www.woonnet.nl/huurwoning/amsterdam/3558_staringplein,Staringplein ,1054 VL,583.0,65,3,Gestoffeerd,01-06-2020,2020-05-23 10:13:53.253921
https://www.woonnet.nl/huurwoning/amsterdam/9323_molenbeekstraat,Molenbeekstraat ,1078 XA,1300.0,75,2,Gestoffeerd,01-06-2020,2020-05-23 10:13:54.459305
https://www.woonnet.nl/huurwoning/amsterdam/9963936_van-noordtstraat,Van Noordtstraat ,1013 SM,1500.0,60,2,Per direct beschikbaar,gratis!</span>,2020-05-23 10:13:57.176407
https://www.woonnet.nl/huurwoning/amsterdam/6442_martelaarsgracht,Martelaarsgracht ,1012 TN,1500.0,63,2,Gestoffeerd,01-06-2020,2020-05-23 10:13:57.181858
https://www.woonnet.nl/huurwoning/amsterdam/6848_tweede-van-der-helststraat,Tweede van der Helststraat ,1072 PC,1050.0,62,2,Gestoffeerd,01-06-2020,2020-05-23 10:13:57.662309
https://www.woonnet.nl/huurwoning/amsterdam/371_stadhouderskade,Stadhouderskade ,1074 BC,660.0,160,4,Ongemeubileerd,2020-06-01,2020-05-23 10:13:58.071354
